,out-degree-weight,in-degree-weight,out-degree,in-degree,bot,bc,lcc,ac
92.241.70.35,0.0,28.0,0.0,14.0,0,0.0,0.0,3.432474195372434e-06
194.247.12.7,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
156.154.101.18,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
113.52.131.2,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
92.241.70.36,0.0,24.0,0.0,12.0,0,0.0,0.0,3.0106058585110183e-06
91.226.94.66,0.0,7.0,0.0,2.0,0,0.0,0.0,1.2176654268499977e-06
95.143.15.66,0.0,9.0,0.0,1.0,0,0.0,0.0,1.428599595280706e-06
64.191.69.108,0.0,2.0,0.0,1.0,0,0.0,0.0,6.903300057732271e-07
213.248.57.132,0.0,16.0,0.0,4.0,0,0.0,0.0,2.1668691847881853e-06
213.248.56.128,0.0,32.0,0.0,8.0,0,0.0,0.0,3.854342532233852e-06
81.18.138.65,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
194.67.5.222,0.0,28.0,0.0,14.0,0,0.0,0.0,3.432474195372434e-06
195.146.81.220,0.0,4.0,0.0,2.0,0,0.0,0.0,9.012641742039355e-07
64.120.167.210,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
81.176.232.100,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
46.4.24.48,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
193.17.221.50,0.0,28.0,0.0,14.0,0,0.0,0.0,3.432474195372434e-06
174.133.52.66,0.0,8.0,0.0,4.0,0,0.0,0.0,1.323132511065352e-06
87.245.160.247,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
217.20.125.33,0.0,24.0,0.0,12.0,0,0.0,0.0,3.0106058585110174e-06
204.93.172.6,0.0,9.0,0.0,1.0,0,0.0,0.0,1.428599595280706e-06
195.239.123.182,0.0,26.0,0.0,13.0,0,0.0,0.0,3.221540026941726e-06
195.151.243.253,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
204.93.160.141,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039354e-07
194.0.4.10,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
91.219.194.57,0.0,52.0,0.0,13.0,0,0.0,0.0,5.963684216540933e-06
91.219.195.57,0.0,60.0,0.0,15.0,0,0.0,0.0,6.807420890263766e-06
205.188.90.1,0.0,16.0,0.0,1.0,0,0.0,0.0,2.1668691847881853e-06
91.209.127.15,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
85.141.50.188,0.0,60.0,0.0,15.0,0,0.0,0.0,6.807420890263766e-06
192.5.6.31,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
205.188.100.160,0.0,56.0,0.0,1.0,0,0.0,0.0,6.38555255340235e-06
74.125.65.27,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
89.111.168.52,0.0,24.0,0.0,6.0,0,0.0,0.0,3.0106058585110183e-06
82.137.200.85,0.0,2.0,0.0,1.0,0,0.0,0.0,6.903300057732271e-07
82.137.208.1,0.0,26.0,0.0,13.0,0,0.0,0.0,3.221540026941726e-06
82.137.208.3,0.0,22.0,0.0,11.0,0,0.0,0.0,2.7996716900803094e-06
192.35.51.31,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
72.3.181.248,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
213.4.149.224,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267684e-06
204.255.212.244,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267682e-06
193.138.235.61,0.0,6.0,0.0,3.0,0,0.0,0.0,1.1121983426346437e-06
109.123.152.2,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
90.156.148.46,0.0,11.0,0.0,1.0,0,0.0,0.0,1.6395337637114144e-06
83.149.22.14,0.0,80.0,0.0,20.0,0,0.0,0.0,8.916762574570848e-06
199.7.49.30,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
81.18.112.50,0.0,44.0,0.0,11.0,0,0.0,0.0,5.1199475428181e-06
82.179.198.26,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
193.239.243.94,0.0,4.0,0.0,2.0,0,0.0,0.0,9.012641742039355e-07
212.109.195.18,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
178.162.251.16,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
83.236.176.132,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
195.137.170.44,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
188.40.151.232,0.0,9.0,0.0,1.0,0,0.0,0.0,1.428599595280706e-06
81.18.113.2,0.0,63.0,0.0,16.0,0,0.0,0.0,7.123822142909829e-06
178.162.163.70,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
89.111.189.30,0.0,40.0,0.0,8.0,0,0.0,0.0,4.698079205956684e-06
85.114.2.82,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
65.254.254.101,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
212.44.64.2,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
93.188.0.20,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
78.111.81.11,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
62.109.4.31,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
83.149.22.15,0.0,28.0,0.0,7.0,0,0.0,0.0,3.432474195372434e-06
80.92.1.204,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
77.92.65.174,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
66.230.167.227,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
95.211.0.131,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
88.212.201.14,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
69.89.16.8,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
78.46.14.164,0.0,9.0,0.0,1.0,0,0.0,0.0,1.428599595280706e-06
83.149.23.163,0.0,9.0,0.0,1.0,0,0.0,0.0,1.428599595280706e-06
68.67.185.206,0.0,53.0,0.0,3.0,0,0.0,0.0,6.069151300756288e-06
217.163.21.34,0.0,23.0,0.0,1.0,0,0.0,0.0,8.082613817594864e-06
84.2.44.11,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
74.125.244.13,0.0,18.0,0.0,3.0,0,0.0,0.0,2.3778033532188933e-06
208.97.132.73,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
202.137.234.30,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
148.123.15.75,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
67.231.152.94,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
38.113.116.194,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
194.116.198.12,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
78.138.22.163,0.0,18.0,0.0,3.0,0,0.0,0.0,2.3778033532188933e-06
64.12.90.66,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
200.44.32.36,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
208.65.145.3,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346435e-06
208.65.144.12,0.0,36.0,0.0,6.0,0,0.0,0.0,4.276210869095268e-06
168.95.5.36,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
168.95.5.39,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
75.126.136.141,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
62.28.115.202,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
208.65.145.11,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
64.18.7.10,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
128.242.120.13,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346435e-06
80.179.55.150,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
119.161.16.24,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
218.102.53.139,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267686e-06
150.70.226.96,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
212.38.97.175,0.0,15.0,0.0,2.0,0,0.0,0.0,2.0614021005728305e-06
85.115.58.190,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
200.251.53.137,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
74.125.148.11,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
216.155.74.236,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
204.232.236.138,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
192.85.154.102,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
208.65.145.13,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346435e-06
178.124.94.49,0.0,12.0,0.0,1.0,0,0.0,0.0,1.7450008479267686e-06
170.206.225.64,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
207.115.37.22,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
198.102.73.74,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
65.54.165.139,0.0,200.0,0.0,3.0,0,0.0,0.0,2.157281268041334e-05
80.12.242.53,0.0,12.0,0.0,2.0,0,0.0,0.0,1.7450008479267684e-06
199.185.220.200,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
208.65.144.2,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
200.234.222.116,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
205.188.103.2,0.0,24.0,0.0,4.0,0,0.0,0.0,3.0106058585110183e-06
213.4.149.253,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
94.245.121.178,0.0,12.0,0.0,1.0,0,0.0,0.0,1.7450008479267686e-06
66.96.140.50,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
87.101.19.76,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
178.123.10.51,0.0,12.0,0.0,1.0,0,0.0,0.0,1.7450008479267682e-06
95.172.94.36,0.0,16.0,0.0,1.0,0,0.0,0.0,2.166869184788185e-06
205.188.146.194,0.0,48.0,0.0,8.0,0,0.0,0.0,5.5418158796795175e-06
89.108.118.81,0.0,28.0,0.0,5.0,0,0.0,0.0,3.432474195372434e-06
78.46.254.64,0.0,22.0,0.0,11.0,0,0.0,0.0,2.79967169008031e-06
87.242.110.7,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
89.175.156.125,0.0,2.0,0.0,1.0,0,0.0,0.0,6.903300057732271e-07
178.63.28.135,0.0,6.0,0.0,3.0,0,0.0,0.0,1.1121983426346437e-06
91.184.1.10,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
64.18.15.253,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
91.219.194.2,0.0,26.0,0.0,4.0,0,0.0,0.0,3.221540026941726e-06
184.107.152.165,0.0,19.0,0.0,2.0,0,0.0,0.0,2.4832704374342473e-06
209.190.61.53,0.0,23.0,0.0,4.0,0,0.0,0.0,2.9051387742956634e-06
89.108.74.35,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
87.118.97.111,0.0,52.0,0.0,13.0,0,0.0,0.0,5.963684216540933e-06
31.3.245.210,0.0,44.0,0.0,11.0,0,0.0,0.0,5.119947542818101e-06
207.182.153.35,0.0,5.0,0.0,1.0,0,0.0,0.0,1.0067312584192895e-06
31.3.245.221,0.0,72.0,0.0,18.0,0,0.0,0.0,8.073025900848015e-06
81.9.5.194,0.0,20.0,0.0,3.0,0,0.0,0.0,2.5887375216496014e-06
89.253.239.179,0.0,18.0,0.0,2.0,0,0.0,0.0,2.377803353218893e-06
87.118.96.111,0.0,44.0,0.0,11.0,0,0.0,0.0,5.119947542818101e-06
78.46.254.65,0.0,32.0,0.0,16.0,0,0.0,0.0,3.854342532233852e-06
91.209.127.12,0.0,24.0,0.0,4.0,0,0.0,0.0,3.0106058585110174e-06
216.246.15.206,0.0,21.0,0.0,2.0,0,0.0,0.0,2.6942046058649554e-06
78.46.109.184,0.0,24.0,0.0,3.0,0,0.0,0.0,3.0106058585110183e-06
78.108.81.249,0.0,15.0,0.0,1.0,0,0.0,0.0,2.0614021005728305e-06
91.221.67.149,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
91.221.66.10,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
77.221.137.186,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
92.63.103.10,0.0,15.0,0.0,2.0,0,0.0,0.0,2.0614021005728305e-06
77.221.129.66,0.0,32.0,0.0,8.0,0,0.0,0.0,3.854342532233852e-06
188.120.234.114,0.0,21.0,0.0,3.0,0,0.0,0.0,2.6942046058649554e-06
78.108.90.240,0.0,24.0,0.0,3.0,0,0.0,0.0,3.0106058585110183e-06
94.247.58.124,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
82.144.223.111,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
195.8.102.42,0.0,20.0,0.0,2.0,0,0.0,0.0,2.5887375216496014e-06
96.9.156.107,0.0,27.0,0.0,2.0,0,0.0,0.0,3.3270071111570803e-06
93.170.24.114,0.0,18.0,0.0,2.0,0,0.0,0.0,2.3778033532188933e-06
188.72.245.169,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
46.254.20.32,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
79.175.14.202,0.0,40.0,0.0,20.0,0,0.0,0.0,4.698079205956684e-06
195.54.214.244,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
91.184.8.16,0.0,12.0,0.0,1.0,0,0.0,0.0,1.7450008479267682e-06
77.88.21.25,0.0,102.0,0.0,51.0,0,0.0,0.0,1.123703842730864e-05
195.68.185.25,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
93.189.145.130,0.0,4.0,0.0,2.0,0,0.0,0.0,9.012641742039355e-07
74.54.56.227,0.0,8.0,0.0,2.0,0,0.0,0.0,1.3231325110653517e-06
93.189.151.53,0.0,16.0,0.0,4.0,0,0.0,0.0,2.1668691847881853e-06
204.123.2.19,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
212.74.78.59,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
217.75.73.242,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
87.232.1.40,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
178.162.144.115,0.0,56.0,0.0,14.0,0,0.0,0.0,6.38555255340235e-06
88.198.65.167,0.0,21.0,0.0,2.0,0,0.0,0.0,2.6942046058649554e-06
200.160.0.5,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
203.119.50.201,0.0,2.0,0.0,1.0,0,0.0,0.0,6.903300057732271e-07
203.119.49.201,0.0,4.0,0.0,2.0,0,0.0,0.0,9.012641742039355e-07
217.199.218.198,0.0,35.0,0.0,4.0,0,0.0,0.0,4.170743784879913e-06
81.177.159.2,0.0,15.0,0.0,2.0,0,0.0,0.0,2.0614021005728305e-06
93.170.48.156,0.0,12.0,0.0,1.0,0,0.0,0.0,1.7450008479267686e-06
87.237.40.214,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039354e-07
209.114.37.51,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
213.165.201.231,0.0,8.0,0.0,2.0,0,0.0,0.0,1.323132511065352e-06
62.109.2.254,0.0,18.0,0.0,2.0,0,0.0,0.0,2.3778033532188933e-06
92.38.209.166,0.0,12.0,0.0,1.0,0,0.0,0.0,1.7450008479267686e-06
46.188.12.33,0.0,12.0,0.0,1.0,0,0.0,0.0,1.7450008479267686e-06
89.108.118.80,0.0,9.0,0.0,1.0,0,0.0,0.0,1.428599595280706e-06
98.139.214.154,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346437e-06
212.74.78.47,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
64.94.117.193,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
195.144.198.78,0.0,18.0,0.0,2.0,0,0.0,0.0,2.377803353218893e-06
46.4.24.50,0.0,18.0,0.0,2.0,0,0.0,0.0,2.3778033532188933e-06
79.174.72.149,0.0,21.0,0.0,3.0,0,0.0,0.0,2.6942046058649554e-06
188.40.138.237,0.0,18.0,0.0,2.0,0,0.0,0.0,2.3778033532188933e-06
91.212.89.47,0.0,12.0,0.0,1.0,0,0.0,0.0,1.7450008479267686e-06
188.138.90.31,0.0,21.0,0.0,2.0,0,0.0,0.0,2.6942046058649554e-06
66.118.142.88,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
195.93.181.8,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
89.108.94.198,0.0,4.0,0.0,2.0,0,0.0,0.0,9.012641742039355e-07
94.229.78.46,0.0,32.0,0.0,8.0,0,0.0,0.0,3.854342532233851e-06
96.9.189.11,0.0,20.0,0.0,10.0,0,0.0,0.0,2.5887375216496014e-06
96.9.189.10,0.0,32.0,0.0,16.0,0,0.0,0.0,3.854342532233852e-06
204.45.66.195,0.0,18.0,0.0,2.0,0,0.0,0.0,2.3778033532188933e-06
85.112.111.18,0.0,27.0,0.0,2.0,0,0.0,0.0,3.3270071111570803e-06
194.0.200.253,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
208.84.67.208,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
194.151.228.58,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
151.189.13.25,0.0,32.0,0.0,8.0,0,0.0,0.0,3.854342532233852e-06
151.189.0.25,0.0,16.0,0.0,4.0,0,0.0,0.0,2.166869184788185e-06
174.122.87.114,0.0,18.0,0.0,9.0,0,0.0,0.0,2.3778033532188933e-06
145.253.2.19,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267686e-06
174.122.87.115,0.0,32.0,0.0,16.0,0,0.0,0.0,3.854342532233851e-06
85.195.121.6,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
145.253.2.80,0.0,12.0,0.0,3.0,0,0.0,0.0,1.7450008479267684e-06
145.253.3.171,0.0,20.0,0.0,5.0,0,0.0,0.0,2.5887375216496014e-06
62.146.191.245,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
213.184.229.155,0.0,26.0,0.0,13.0,0,0.0,0.0,3.221540026941726e-06
87.255.0.226,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
193.233.112.1,0.0,44.0,0.0,19.0,0,0.0,0.0,5.1199475428181e-06
217.21.62.243,0.0,70.0,0.0,17.0,0,0.0,0.0,7.862091732417307e-06
193.233.1.67,0.0,32.0,0.0,8.0,0,0.0,0.0,3.854342532233851e-06
72.9.251.51,0.0,68.0,0.0,17.0,0,0.0,0.0,7.6511575639866e-06
217.70.177.45,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
72.9.251.50,0.0,48.0,0.0,12.0,0,0.0,0.0,5.5418158796795175e-06
85.192.32.6,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
81.21.198.70,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
69.4.235.115,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
188.120.234.65,0.0,6.0,0.0,1.0,0,0.0,0.0,1.1121983426346435e-06
83.102.225.34,0.0,3.0,0.0,1.0,0,0.0,0.0,7.957970899885813e-07
212.59.117.29,0.0,15.0,0.0,2.0,0,0.0,0.0,2.0614021005728305e-06
91.226.92.20,0.0,9.0,0.0,1.0,0,0.0,0.0,1.428599595280706e-06
188.138.90.25,0.0,17.0,0.0,3.0,0,0.0,0.0,2.272336269003539e-06
83.143.216.18,0.0,4.0,0.0,1.0,0,0.0,0.0,9.012641742039355e-07
70.37.98.60,6729.0,0.0,956.0,0.0,1,0.0,0.0,0.0014427932477276003
147.32.85.100,0.0,6.0,0.0,1.0,0,0.0,0.0,0.0003322692548620999
99.6.192.14,8.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
147.32.84.229,0.0,0.8344476683066313,0.0,0.881720430107527,0,1316.0446271285969,0.0,-0.00032287152442514016
147.32.85.34,0.0,15.5,0.0,2.0,0,3.5691370397699763e-07,0.0,-0.0001284037202964643
147.32.84.138,0.0,0.1594360086767896,0.0,0.3,0,8.66790423944137e-07,0.0,0.0005018316317604382
188.205.231.61,0.2854373115036622,0.0,0.11704085388295922,0.0,0,0.0,0.0,0.0661012440965123
147.32.84.10,140.0,0.0,35.0,0.0,1,4.635242908792177e-09,0.0,0.00010041127156435629
147.32.84.59,16.34331550802139,0.0,19.424999999999997,0.0,0,307.0719696969698,0.0,0.0016222319875760652
93.184.220.20,0.0,79.0,0.0,2.0,0,0.0,0.0,9.071128034195147e-05
88.118.4.15,0.0,40.0,0.0,1.0,0,0.0,0.0,-3.9591434458135725e-06
147.32.86.20,6901.0,0.0,29.0,0.0,1,0.0,0.0,6.534489084598272e-06
87.98.230.229,0.0,6644.0,0.0,56.0,0,0.0,0.0,0.0003189899901677121
212.5.131.209,110.0,0.0,8.0,0.0,0,0.0,0.0,-0.432030275511395
81.30.243.170,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
147.32.86.194,59.0,0.0,1.0,0.0,0,0.7847826086956521,0.0,6.454035319890577e-05
78.136.167.135,48.0,0.0,12.0,0.0,1,0.0,0.0,0.058823529411764754
147.32.86.98,0.0,28.0,0.0,2.0,0,1.0661058690222006e-07,0.0,2.2284485856319283e-05
147.32.86.186,59.0,0.0,2.0,0.0,0,0.0,0.0,1.0449231762729867e-05
79.100.42.187,10.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
147.32.84.242,0.0,24.5,0.0,1.0,0,1.57598258898934e-07,0.0,0.00011299545181263074
79.130.45.137,8.0,0.0,2.0,0.0,0,0.0,0.0,-0.432030275511395
78.108.248.244,6.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
41.224.50.2,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
147.32.86.187,44.0,0.0,1.0,0.0,0,0.0,0.0,1.962334626820303e-05
66.249.66.121,200.0,0.0,4.0,0.0,0,0.0,0.0,0.009478672985781986
147.32.87.38,0.0,0.5319148936170213,0.0,1.0,0,1.3766671439112764e-06,0.0,0.0015607439319237522
147.32.86.99,0.0,436.4683663833805,0.0,0.5555555555555556,0,1.0197534399342788e-06,0.0,0.03312496508062071
147.32.84.170,63.0,0.0,2.0,0.0,0,0.0,0.0,2.1007089166921236e-05
147.32.86.168,48.0,0.0,2.0,0.0,0,0.0,0.0,7.756786846133275e-06
147.32.86.147,914.0,0.0,1.0,0.0,0,0.0,0.0,9.16233984414213e-06
147.32.84.189,16.0,0.0,1.0,0.0,0,0.0,0.0,5.233935502289337e-06
217.92.222.92,4.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
77.238.160.184,0.0,462.0,0.0,5.0,0,0.0,0.0,2.2627483522567053e-05
147.32.86.179,13.0,0.0,1.0,0.0,0,0.0,0.0,1.1771255575099986e-05
147.32.84.164,0.0,1.255813953488372,0.0,0.5,0,2.0858593089564795e-07,0.0,2.516247082387771e-05
147.32.84.147,8.0,0.0,2.0,0.0,0,4.635242908792177e-09,0.0,7.865112655171509e-06
147.32.85.25,2648.0,0.0,662.0,0.0,1,0.0,0.0,1.310852109195252e-06
147.32.86.89,20.0,0.0,1.0,0.0,0,0.0,0.0,1.831095696195346e-05
90.183.101.168,0.0,360.0,0.0,15.0,0,0.0,0.0,1.7737645981673307e-05
147.32.84.171,249.0,0.0,13.833333333333334,0.0,0,5.67029265032547e-05,0.0,-0.0005538455397535461
188.127.27.226,0.0,96.0,0.0,6.0,0,0.0,0.0,-2.288381354171738e-05
117.207.18.70,0.0,12.0,0.0,2.0,0,0.0,0.0,1.0030150753768854
74.125.232.206,0.0,63.0,0.0,1.0,0,0.0,0.0,7.222577685402392e-05
147.32.86.134,20.0,0.0,1.0,0.0,0,0.0,0.0,1.4274703424589975e-05
147.32.84.134,13.0,0.0,1.0,0.0,0,0.0,0.0,6.549188689156421e-06
147.32.85.113,340.0,0.0,5.0,0.0,0,0.0,0.0,2.220080099007613e-06
147.32.84.13,925.0,0.0,32.0,0.0,1,0.0,0.0,2.22008009900572e-06
147.32.84.181,0.5303030303030303,0.0,1.75,0.0,0,0.0,0.0,9.17401144501245e-06
147.32.85.60,1.268939393939394,0.0,1.25,0.0,0,0.0,0.0,1.3091746774675633e-05
208.88.186.9,72.0,0.0,3.0,0.0,0,0.0,0.0,13.467969724488608
195.168.10.171,0.0,76.0,0.0,3.0,0,0.0,0.0,4.201425118469836e-05
147.32.85.7,42.0,0.0,1.0,0.0,0,0.0,0.0,1.1787072612208527e-05
74.125.232.223,0.0,856.0,0.0,26.0,0,0.0,0.0,0.0004682930297496662
147.32.84.131,2.0,0.0,1.0,0.0,0,0.0,0.0,9.913365571581868e-06
147.32.84.123,305.0,0.0,2.0,0.0,0,0.0,0.0,2.0668116482941585e-05
147.32.86.172,2674.0,0.0,6.0,0.0,0,0.0,0.0,5.231057351597139e-06
80.239.242.252,0.0,1326.0,0.0,33.0,0,0.0,0.0,6.40472838689605e-05
147.32.84.144,4.0,0.0,1.0,0.0,0,0.0,0.0,1.310852109195252e-06
86.6.83.152,0.20080321285140562,0.0,0.14457831325301196,0.0,0,0.0,0.0,-0.1969849246231157
194.64.250.200,0.0,326.0,0.0,7.0,0,0.0,0.0,0.00017864206482731625
147.32.85.30,9.0,0.0,2.0,0.0,0,0.0,0.0,6.5347070303581405e-06
147.32.85.23,121.0,0.0,1.0,0.0,0,0.0,0.0,1.5606600809266493e-05
213.226.63.165,20.0,0.0,2.0,0.0,0,0.0,0.0,-0.432030275511395
78.80.194.109,18.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
195.189.106.1,22.0,0.0,1.0,0.0,0,0.0,0.0,-0.432030275511395
208.88.186.7,44.0,0.0,2.0,0.0,0,0.004774623152348892,0.0,-8.31226250083924
85.248.70.105,0.0,88.0,0.0,1.0,0,0.0,0.0,1.4765391790149897e-05
147.32.86.166,22.0,0.0,1.0,0.0,0,0.0,0.0,3.932490860178737e-06
70.50.199.177,0.0,26.0,0.0,1.0,0,0.0,0.0,-5.848140036152869e-06
147.32.87.249,11.538461538461538,0.0,9.615384615384615,0.0,0,0.0,0.0,1.6334833677808377e-05
